record_type,state,part_number,revision,description,material,make_buy,manufacturer,cad_classification,source_url,purchase_url,process,finish,notes,mass_kg,volume_mm3,solid_count,face_count,step_schema,step_path,step_size_bytes,step_sha256,brep_path,brep_size_bytes,brep_sha256,source_path,source_sha256,copied_byte_for_byte
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-FWD-SHELL-001,A,FORWARD GRADE-9 TITANIUM SHELL WITH CONTROLLED WATER PORT,Ti-3Al-2.5V Grade 9,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Cold draw; laser port; finish hone,,,0.44953433628175915,100342.48577717837,1,22,AP242,controlled_part_definitions/DF8-R2-FWD-SHELL-001__REV_A__STATE_STOWED__LOCAL_AP242.step,112844,3198a4574df264e6f0e62f172370570766c034de481ded0a9b8b2bb09f15bb95,controlled_part_definitions/DF8-R2-FWD-SHELL-001__REV_A__STATE_STOWED__LOCAL_OCCT.brep,40261,bedf891f5797f6583ea5c24c48b7deee9a9f0ac930fc61a573336b5c5b49bd00,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-GAS-MAIN-001,A,CONTINUOUS TERMINATED GAS MAIN,316 stainless steel,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Seamless formed tube,,Exact supplier/fitting pressure rating remains provisional.,0.013001099651955856,1625.137456494482,1,24,AP242,controlled_part_definitions/DF8-R2-GAS-MAIN-001__REV_A__STATE_STOWED__LOCAL_AP242.step,77792,66c03248d4f3ad3dc1c783d56ae29a252ab8849c42a3e9f85b1f2a4e86834d76,controlled_part_definitions/DF8-R2-GAS-MAIN-001__REV_A__STATE_STOWED__LOCAL_OCCT.brep,26188,0bc3de47b919c17caf8ccbec379a564f03c6beee841131994f4c864d377d163f,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-GAS-MAIN-UNION-001,A,GAS MAIN DOUBLE-FERRULE BULKHEAD UNION,316 stainless steel,BUY,Qualified micro-fitting supplier TBD,PROVISIONAL — BLOCKS FINAL RELEASE,,,,,"Exact fitting, ferrule, seal, and rating unresolved.",0.00017477308250450738,21.846635313063423,2,8,AP242,controlled_part_definitions/DF8-R2-GAS-MAIN-UNION-001__REV_A__STATE_STOWED__LOCAL_AP242.step,19648,d102f742a7e2e7b6043960430375d603096bda9d3d7bbb781a58018ecda5015a,controlled_part_definitions/DF8-R2-GAS-MAIN-UNION-001__REV_A__STATE_STOWED__LOCAL_OCCT.brep,4128,ce87efe4539af2654411eb04958804e75cd5fda5168d473156a4626e2a81c720,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-HARNESS-BAND-1,A,X-6292 STRUCTURAL HARNESS CLOSED BAND 1,UHMWPE webbing,MAKE,Sturges X-6292 raw webbing / STINGRAY finished assembly,PROVISIONAL — BLOCKS FINAL RELEASE,,,"Cut, fold, stitch and proof load",,"Finished stitching, MBS and proof acceptance remain open.",,4358.6399999999985,6,36,AP242,controlled_part_definitions/DF8-R2-HARNESS-BAND-1__REV_A__STATE_STOWED__LOCAL_AP242.step,92699,9b88da1727f75f2060f5e6ddad5fa1a9ffa74ffbb27de9a8ac2cc74470886227,controlled_part_definitions/DF8-R2-HARNESS-BAND-1__REV_A__STATE_STOWED__LOCAL_OCCT.brep,17932,f87c45ce36f43492823f4083b7ca64d87667571bdfd3a7922a3f4a0142599f84,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-HARNESS-BAND-2,A,X-6292 STRUCTURAL HARNESS CLOSED BAND 2,UHMWPE webbing,MAKE,Sturges X-6292 raw webbing / STINGRAY finished assembly,PROVISIONAL — BLOCKS FINAL RELEASE,,,"Cut, fold, stitch and proof load",,"Finished stitching, MBS and proof acceptance remain open.",,4358.6399999999985,6,36,AP242,controlled_part_definitions/DF8-R2-HARNESS-BAND-2__REV_A__STATE_STOWED__LOCAL_AP242.step,93551,61c92dda1bd674e9f8e181f8c6e24ae6a387bd30a4baa52bfbe441d219869d53,controlled_part_definitions/DF8-R2-HARNESS-BAND-2__REV_A__STATE_STOWED__LOCAL_OCCT.brep,19293,48c03a999f4b871e732dc69592f7e9911ffd05f0f972d0b5da41e1804071ce74,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-HARNESS-LEG-XN,A,X-6292 TERMINAL HARNESS LEG XN,UHMWPE webbing,MAKE,Sturges X-6292 raw webbing / STINGRAY finished assembly,PROVISIONAL — BLOCKS FINAL RELEASE,,,"Fold, stitch and proof load",,Finished stitch pattern and proof basis remain open.,,106.4218022775409,1,6,AP242,controlled_part_definitions/DF8-R2-HARNESS-LEG-XN__REV_A__STATE_STOWED__LOCAL_AP242.step,18837,530b416742620ac86f287e43ed0c6de462a446eadf418745637d5785925370f5,controlled_part_definitions/DF8-R2-HARNESS-LEG-XN__REV_A__STATE_STOWED__LOCAL_OCCT.brep,3798,5c2953315d687a1f24391f1536deefe5184869bacfdc5946a3b68e232c3fd585,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-HARNESS-LEG-XP,A,X-6292 TERMINAL HARNESS LEG XP,UHMWPE webbing,MAKE,Sturges X-6292 raw webbing / STINGRAY finished assembly,PROVISIONAL — BLOCKS FINAL RELEASE,,,"Fold, stitch and proof load",,Finished stitch pattern and proof basis remain open.,,106.42180227754092,1,6,AP242,controlled_part_definitions/DF8-R2-HARNESS-LEG-XP__REV_A__STATE_STOWED__LOCAL_AP242.step,18814,79616f518c420e088b3fd8db2a265968aec00dbd685c6a9d6bb997bf29b12bf3,controlled_part_definitions/DF8-R2-HARNESS-LEG-XP__REV_A__STATE_STOWED__LOCAL_OCCT.brep,3772,6c42828d16d3ce06c1535115d3773e38f8903653a0c731d8b2ee30b215b45743,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-HARNESS-LEG-YN,A,X-6292 TERMINAL HARNESS LEG YN,UHMWPE webbing,MAKE,Sturges X-6292 raw webbing / STINGRAY finished assembly,PROVISIONAL — BLOCKS FINAL RELEASE,,,"Fold, stitch and proof load",,Finished stitch pattern and proof basis remain open.,,106.42180227754088,1,6,AP242,controlled_part_definitions/DF8-R2-HARNESS-LEG-YN__REV_A__STATE_STOWED__LOCAL_AP242.step,18816,6dc3334f9316423c80f5d3be8f8c8d67cc3697a196a543054a8fc08f33620c22,controlled_part_definitions/DF8-R2-HARNESS-LEG-YN__REV_A__STATE_STOWED__LOCAL_OCCT.brep,4127,c6d17cf0a4f17d35785a4434817ec5007e6aa00d4483457ee909cfab92490942,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-HARNESS-LEG-YP,A,X-6292 TERMINAL HARNESS LEG YP,UHMWPE webbing,MAKE,Sturges X-6292 raw webbing / STINGRAY finished assembly,PROVISIONAL — BLOCKS FINAL RELEASE,,,"Fold, stitch and proof load",,Finished stitch pattern and proof basis remain open.,,106.42180227754088,1,6,AP242,controlled_part_definitions/DF8-R2-HARNESS-LEG-YP__REV_A__STATE_STOWED__LOCAL_AP242.step,18807,f99f7501450b6863e42503cc5e1c4741ab9a9426df6348de99f3241818bd4714,controlled_part_definitions/DF8-R2-HARNESS-LEG-YP__REV_A__STATE_STOWED__LOCAL_OCCT.brep,4105,9ad038b114fef11331c8714691ee9943d5bd4eee3bc2cc2db77052651b60d5a3,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-LINK-E-RING-004,A,4 MM LINK-PIN EXTERNAL RETAINING RING,1.4310 stainless spring steel,BUY,Qualified retainer supplier TBD,PROVISIONAL — BLOCKS FINAL RELEASE,,,Stamped spring ring,,,4.345508650541629e-05,5.5356798096071715,1,8,AP242,controlled_part_definitions/DF8-R2-LINK-E-RING-004__REV_A__STATE_STOWED__LOCAL_AP242.step,26884,14e664f7890c88033b21c1dbd3e0c9a4b82347a4add45ee354a499b8368d89d1,controlled_part_definitions/DF8-R2-LINK-E-RING-004__REV_A__STATE_STOWED__LOCAL_OCCT.brep,7156,1e4732cf329de19cf2f81d50919b0f003c2893b7ba807f3e05e90d292144f163,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-LINK-PIN-004,A,4 MM FULL-SPAN LINK PIN WITH RETAINER GROOVE,17-4PH stainless steel,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Swiss turn; H900; grind,,,0.001280137647106325,165.17905123952582,1,9,AP242,controlled_part_definitions/DF8-R2-LINK-PIN-004__REV_A__STATE_STOWED__LOCAL_AP242.step,19481,68a279da6443b3916e39492a1f1f41e623055263bc1c5fc1620cbb1e7a8f9212,controlled_part_definitions/DF8-R2-LINK-PIN-004__REV_A__STATE_STOWED__LOCAL_OCCT.brep,3955,e620d79a1249e0a220930a585d5a5353caaab0b0244d95427b3ac483099efb45,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-LOCK-DOG-001,A,CAPTIVE DEPLOYED LOCK DOG,17-4PH stainless steel,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Wire EDM and lap,,,0.0003534,45.6,1,6,AP242,controlled_part_definitions/DF8-R2-LOCK-DOG-001__REV_A__STATE_STOWED__LOCAL_AP242.step,17651,4e9aa898f2e155f00302e97ac44bc68511fe909fdb481dffc894f6b1a59be5ff,controlled_part_definitions/DF8-R2-LOCK-DOG-001__REV_A__STATE_STOWED__LOCAL_OCCT.brep,2514,0cba655ea5971c6b76fae731ef885a8db52ce7c1b7e3b9057293786bc09f9164,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-LOCK-SPRING-001,A,CAPTURED LOCK-DOG RETURN SPRING,1.4310 stainless spring steel,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Cold coil,,,0.00014296336234718605,18.211893292635168,3,5,AP242,controlled_part_definitions/DF8-R2-LOCK-SPRING-001__REV_A__STATE_STOWED__LOCAL_AP242.step,76863,0157e355c1574cc15abc08f1037f344a34cdd10e587dd6718f72221cefaa4b63,controlled_part_definitions/DF8-R2-LOCK-SPRING-001__REV_A__STATE_STOWED__LOCAL_OCCT.brep,44789,fc7540042e3d79c48cbcb011d373b75b9480198bf05878cf8f7e87106949cfb5,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-NOSE-001,A,TUNGSTEN PENETRATOR NOSE,Tungsten heavy alloy,MAKE,STINGRAY custom,DRAWING_DERIVED,,,CNC turn and grind,,,2.21953217288829,130560.71605225236,1,3,AP242,controlled_part_definitions/DF8-R2-NOSE-001__REV_A__STATE_STOWED__LOCAL_AP242.step,7878,c1bfecbed6df8ba42f049e49fcbd688aa801c7d5e34a4969cf8f11420cd1cd2f,controlled_part_definitions/DF8-R2-NOSE-001__REV_A__STATE_STOWED__LOCAL_OCCT.brep,1269,621142dd1f9be73606762203a8cd3b881f67af4396ff035e6a8b1f1f5d98008f,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-PILOT-LINE-001,A,CONTINUOUS TERMINATED PILOT LINE,316 stainless steel,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Seamless formed tube,,Exact supplier/fitting pressure rating remains provisional.,0.008102512647408085,1012.8140809260105,1,24,AP242,controlled_part_definitions/DF8-R2-PILOT-LINE-001__REV_A__STATE_STOWED__LOCAL_AP242.step,77329,70117d327aad8338a26fe8110c698aa4fac83a7c9bd0b5c58bb6dfba2ace657e,controlled_part_definitions/DF8-R2-PILOT-LINE-001__REV_A__STATE_STOWED__LOCAL_OCCT.brep,26170,99840da2a1da328dcedcde3f77c8ade09982b7d8027a31b19554a7b44510d052,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-PILOT-LINE-UNION-001,A,PILOT LINE DOUBLE-FERRULE BULKHEAD UNION,316 stainless steel,BUY,Qualified micro-fitting supplier TBD,PROVISIONAL — BLOCKS FINAL RELEASE,,,,,"Exact fitting, ferrule, seal, and rating unresolved.",9.711291210776764e-05,12.139114013470955,2,8,AP242,controlled_part_definitions/DF8-R2-PILOT-LINE-UNION-001__REV_A__STATE_STOWED__LOCAL_AP242.step,19656,7aaf8a940db5608d1615d23b39b05e7b16208b2f56ec438e39b8dde9fb003a84,controlled_part_definitions/DF8-R2-PILOT-LINE-UNION-001__REV_A__STATE_STOWED__LOCAL_OCCT.brep,4002,e7d1dcfafcc24981ddc59c79ab46ead4e3c33297065cd05306fece56a5a46be9,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-PIVOT-BUSH-008,A,8 MM PEEK-LINED PIVOT BUSHING,PEEK,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Turn and press fit,,,8.808849871477256e-06,6.673371114755497,1,4,AP242,controlled_part_definitions/DF8-R2-PIVOT-BUSH-008__REV_A__STATE_STOWED__LOCAL_AP242.step,11536,5af53410cb9c870348fd2a2e9b24cafcb682f0d4db60408e516b6f6283ea4948,controlled_part_definitions/DF8-R2-PIVOT-BUSH-008__REV_A__STATE_STOWED__LOCAL_OCCT.brep,2201,08a6fcc48e515c80609be1a48b6078c63fd3aceb365db8aeea34a076b8f3d636,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-PIVOT-CARRIER-001,A,MATCHED DOUBLE-SHEAR PIVOT LUG SET,Ti-6Al-4V,MAKE,STINGRAY custom,DRAWING_DERIVED,,,5-axis mill,,,0.003140936806848546,709.0150805527192,2,38,AP242,controlled_part_definitions/DF8-R2-PIVOT-CARRIER-001__REV_A__STATE_STOWED__LOCAL_AP242.step,96224,2b933ad4654e4f93500b36f8197502980ee125d94c7217ff64f3a7876a175098,controlled_part_definitions/DF8-R2-PIVOT-CARRIER-001__REV_A__STATE_STOWED__LOCAL_OCCT.brep,20223,6ce4653a5c16a07a39e8ea772bf779d6c8864833cac734e6a08ad1a1c1820aec,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-PIVOT-PIN-008,A,8 MM CAPTIVE SHOULDER PIVOT PIN WITH GROOVE,17-4PH stainless steel,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Swiss turn; H900; grind,,,0.007903832328026874,1019.8493326486289,1,9,AP242,controlled_part_definitions/DF8-R2-PIVOT-PIN-008__REV_A__STATE_STOWED__LOCAL_AP242.step,19492,cf2cdd8d2cc9c8a6b36d355b8a2acb81bb260cc10b86512eb4eb212058c78117,controlled_part_definitions/DF8-R2-PIVOT-PIN-008__REV_A__STATE_STOWED__LOCAL_OCCT.brep,3996,c2fc5942cbca91b0d82dab9370459c56ace600489f8f4238b556c342da9f1367,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-PIVOT-SPIRAL-RING-008,A,8 MM EXTERNAL SPIRAL PIVOT RETAINER,1.4310 stainless spring steel,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Wire form,,,9.513648371968049e-05,12.119297289131273,1,8,AP242,controlled_part_definitions/DF8-R2-PIVOT-SPIRAL-RING-008__REV_A__STATE_STOWED__LOCAL_AP242.step,26942,156c536e87f20085a77187f0f86077650023fe74170179495ce2a50a0416a8ef,controlled_part_definitions/DF8-R2-PIVOT-SPIRAL-RING-008__REV_A__STATE_STOWED__LOCAL_OCCT.brep,7154,17c1d2bfd67bc680169758b2635d04ff0957fb87e5cbcf5005df81dba8cb6957,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-PIVOT-WASHER-008,A,8 MM PEEK THRUST WASHER,PEEK,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Turn,,,1.4016322438141084e-05,10.61842608950082,1,4,AP242,controlled_part_definitions/DF8-R2-PIVOT-WASHER-008__REV_A__STATE_STOWED__LOCAL_AP242.step,11585,7b92e7c28ac4444198ed2a573f5bab28fb0fabeb7b43cc8eb2623428be73eeec,controlled_part_definitions/DF8-R2-PIVOT-WASHER-008__REV_A__STATE_STOWED__LOCAL_OCCT.brep,2298,f2b37be11d4e34c71689876371ad2575081dcdc83626f1d1a5c2236836c6dd3d,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-PUNCTURE-HEAD-001,A,CARTRIDGE PUNCTURE HEAD WITH CONTROLLED NEEDLE,17-4PH stainless steel,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Swiss turn and grind,,,0.0035417166931757367,456.99570234525635,2,7,AP242,controlled_part_definitions/DF8-R2-PUNCTURE-HEAD-001__REV_A__STATE_STOWED__LOCAL_AP242.step,16054,04d871cddcdf1c45d7a4f3d589a92f8e9f08d372f84ae775387818994164f24e,controlled_part_definitions/DF8-R2-PUNCTURE-HEAD-001__REV_A__STATE_STOWED__LOCAL_OCCT.brep,3392,c22c22558b0940288a5781a5dca6dc313c857c0739984e2787eaf3330eb7f663,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-RECOVERY-E-RING-006,A,6 MM RECOVERY PIN EXTERNAL RETAINER,1.4310 stainless spring steel,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Stamped spring ring,,,6.738960987628341e-05,8.584663678507441,1,8,AP242,controlled_part_definitions/DF8-R2-RECOVERY-E-RING-006__REV_A__STATE_STOWED__LOCAL_AP242.step,26968,67bcf0974eeba6a2888121749ed598cefd8a2b6432b15096027b4834a964f85d,controlled_part_definitions/DF8-R2-RECOVERY-E-RING-006__REV_A__STATE_STOWED__LOCAL_OCCT.brep,6885,a399bc1e2859a2de492652e915dcdd40c3c5129e15bf6ea9073d87ae93bd8252,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-RECOVERY-PIN-006,A,6 MM CAPTIVE RECOVERY TERMINAL PIN WITH RETAINER GROOVE,17-4PH stainless steel,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Swiss turn; H900; grind,,,0.0028054986901486795,361.9998309869264,1,9,AP242,controlled_part_definitions/DF8-R2-RECOVERY-PIN-006__REV_A__STATE_STOWED__LOCAL_AP242.step,19506,2b5543deaf31de0b5817b5939f7c0919f8db5908117798b139d261dc87245e6d,controlled_part_definitions/DF8-R2-RECOVERY-PIN-006__REV_A__STATE_STOWED__LOCAL_OCCT.brep,4012,c4203a09dd5a7d0d097fdd8fd2ab7cea6ff994471cfaeb77f0842dd49dc57f3a,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-ROUTED-LONGERON-001,A,PRIMARY LONGERON WITH TWO JIG-BORED ROUTE CHANNELS,Ti-6Al-4V,MAKE,STINGRAY custom,DRAWING_DERIVED,,,5-axis mill and jig bore,,,0.040609391647577354,9166.905563787213,1,8,AP242,controlled_part_definitions/DF8-R2-ROUTED-LONGERON-001__REV_A__STATE_STOWED__LOCAL_AP242.step,27344,79272f98977da4a4150dc50b8b7f5f40e44dd219bb9efecaa90b6e3c6d1d5503,controlled_part_definitions/DF8-R2-ROUTED-LONGERON-001__REV_A__STATE_STOWED__LOCAL_OCCT.brep,6372,c8f763a34e26269ab751f61f18c032075b96773201f4064c50c2f8431146f558,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-SHORT-LINK-001,A,19.950 MM CENTER-DISTANCE REAMED SHORT LINK,17-4PH stainless steel,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Wire EDM; H900; ream,,,0.0008587191047231816,110.80246512557181,1,38,AP242,controlled_part_definitions/DF8-R2-SHORT-LINK-001__REV_A__STATE_STOWED__LOCAL_AP242.step,116923,a80afaa20d3cc53674d2231ad847b78521216c96ddb5d9bc5439eca2f5824004,controlled_part_definitions/DF8-R2-SHORT-LINK-001__REV_A__STATE_STOWED__LOCAL_OCCT.brep,33254,1bf3645416fdd53d7ff19126d78df1c9cce9c73fd046c0b33f45576bfc647521,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-STOW-DOG-001,A,CAPTIVE RADIAL STOWED-RETENTION DOG,17-4PH stainless steel,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Wire EDM and grind,,,0.0007502000000000001,96.80000000000001,1,6,AP242,controlled_part_definitions/DF8-R2-STOW-DOG-001__REV_A__STATE_STOWED__LOCAL_AP242.step,17681,67b84f5ad93d88f630ecf1db087cb90a002d95cafe127b26f22f0d9d78ab09e4,controlled_part_definitions/DF8-R2-STOW-DOG-001__REV_A__STATE_STOWED__LOCAL_OCCT.brep,2548,0b7db08e18ee70af8f347e4c32af2b70d6940757ae820c00684fab84a0852fdc,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-STRUCT-RING-PLAIN-001,A,PRIMARY STRUCTURAL TRANSITION RING,Ti-6Al-4V,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Mill-turn,,,0.028930077260254882,6530.491480870177,1,4,AP242,controlled_part_definitions/DF8-R2-STRUCT-RING-PLAIN-001__REV_A__STATE_STOWED__LOCAL_AP242.step,11571,c7a9131b7976bfb5fa48c2e25fe7d2eed64670fe514d670852c39ae7bfa50999,controlled_part_definitions/DF8-R2-STRUCT-RING-PLAIN-001__REV_A__STATE_STOWED__LOCAL_OCCT.brep,2147,128893d9957217500f8cd9a66cbc02479e8d349e8db89623e557f23e38537084,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-STRUCT-RING-ROUTED-001,A,STRUCTURAL RING WITH SIX CONTROLLED ROUTE PASSAGES AND THREE ARM-ROOT RELIEFS,Ti-6Al-4V,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Mill-turn and jig-bore,,,0.043461918716568244,9810.816866042493,1,23,AP242,controlled_part_definitions/DF8-R2-STRUCT-RING-ROUTED-001__REV_A__STATE_STOWED__LOCAL_AP242.step,87212,b159c02d1eb869a5b35f68caca9b23cb6b4b9d6fd80b3f92bfd5c41cdafa7b47,controlled_part_definitions/DF8-R2-STRUCT-RING-ROUTED-001__REV_A__STATE_STOWED__LOCAL_OCCT.brep,23878,850022335392eb31c8f801342b474eafbec1a7b389e20d7e7f47903996061045,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-TETHER-THIMBLE-001,A,AMSTEEL EYE-SPLICE THIMBLE,316 stainless steel,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Stamp and form,,,0.003192842532159096,399.105316519887,1,12,AP242,controlled_part_definitions/DF8-R2-TETHER-THIMBLE-001__REV_A__STATE_STOWED__LOCAL_AP242.step,69104,cbebf1936aa71ddd2d73203d843f6db6ab98ad944a504f23a890f619726bd281,controlled_part_definitions/DF8-R2-TETHER-THIMBLE-001__REV_A__STATE_STOWED__LOCAL_OCCT.brep,30523,ee6dc4253b82f60c88fe260e36e2abada0dffecf9fb801e6b07b3ac94a864d15,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-WATER-INLET-001,A,"RADIAL FLOOD INLET, GLAND AND ANTI-DEBRIS SCREEN",316 stainless steel,MAKE,STINGRAY custom,DRAWING_DERIVED,,,Microtube form and braze,,,0.0015283722596008199,191.0465324501025,3,12,AP242,controlled_part_definitions/DF8-R2-WATER-INLET-001__REV_A__STATE_STOWED__LOCAL_AP242.step,27745,9b799200ba74acd467df3e6afd7b76b8c2b55022ecfd949b99887e5e9656d9d2,controlled_part_definitions/DF8-R2-WATER-INLET-001__REV_A__STATE_STOWED__LOCAL_OCCT.brep,6235,fb8b8fd07e13d47a4b8f0a0dc10b46cf20481ac3167c685ea498c5b9fdd41632,,,
CONTROLLED_PART_DEFINITION,STOWED,DF8-R2-WATER-TRIGGER-HSG-001,A,CENTRAL WATER-SENSITIVE TRIGGER HOUSING,Acetal,MAKE,STINGRAY custom,DRAWING_DERIVED,,,CNC turn and mill,,,0.005390371879805181,3822.9587800036743,1,12,AP242,controlled_part_definitions/DF8-R2-WATER-TRIGGER-HSG-001__REV_A__STATE_STOWED__LOCAL_AP242.step,136772,f6888367eafac3329c0f60132b1c92a20a5291172eadbae1d19bb039ad425064,controlled_part_definitions/DF8-R2-WATER-TRIGGER-HSG-001__REV_A__STATE_STOWED__LOCAL_OCCT.brep,52619,9e337759e602e2ed35298d0fe822454aa84c496145e31e04c2a6868e0f195597,,,
CONTROLLED_PART_DEFINITION,STOWED,GN-615.3-M3-KN-PFB,CATALOG,JW WINCO M3 STAINLESS BALL PLUNGER,316 stainless steel,BUY,JW Winco / Ganter,DRAWING_DERIVED,https://www.jwwinco.com/en-us/products/3.1-Indexing-locking-blocking-with-pins-and-ball-shaped-elements/Spring-plungers/GN-615.3-Steel-Stainless-Steel-Ball-Plungers-with-thread-locking-with-ball-with-internal-hexagon,https://www.jwwinco.com/en-us/products/3.1-Indexing-locking-blocking-with-pins-and-ball-shaped-elements/Spring-plungers/GN-615.3-Steel-Stainless-Steel-Ball-Plungers-with-thread-locking-with-ball-with-internal-hexagon,,,Marine endurance and authentic CAD remain open.,0.0002148849375055418,26.860617188192727,1,3,AP242,controlled_part_definitions/GN-615.3-M3-KN-PFB__REV_CATALOG__STATE_STOWED__LOCAL_AP242.step,7846,a2357d193502f6cd9a13512d8cc852058da45a151bf6e584648d0a91e04f0f93,controlled_part_definitions/GN-615.3-M3-KN-PFB__REV_CATALOG__STATE_STOWED__LOCAL_OCCT.brep,1162,4b7a69c3cb593403ad632df2fab43bdc4d43e591248e8a89ae2665f42636e204,,,
CONTROLLED_PART_DEFINITION,STOWED,GS-19-50-V4A-B8-B8,R2-INSTALL,ACE GS-19-50-V4A-B8-B8 PURCHASED ASSEMBLY — ARTICULATED INSTALLATION BODY,316 stainless steel,BUY,ACE Controls,DRAWING_DERIVED,https://www.acecontrols.com/us/products/motion-control/industrial-gas-springs-push-type/gs-8-v4a-to-gs-40-va/gs-19-v4a.html,https://www.acecontrols.com/us/products/motion-control/industrial-gas-springs-push-type/gs-8-v4a-to-gs-40-va/gs-19-v4a.html,,,Articulated drawing-derived installation model; unmodified authentic vendor STEP retained separately at ITEM_020_ACE_GS_19_50_V4A_B8_B8_VENDOR.stp; 300±30 N setting requires CoC.,0.42,21267.145221236355,2,18,AP242,controlled_part_definitions/GS-19-50-V4A-B8-B8__REV_R2-INSTALL__STATE_STOWED__LOCAL_AP242.step,52506,e443065400feaf59ed90d6e44edafc221083e7be62d852824e6a681d772e7e50,controlled_part_definitions/GS-19-50-V4A-B8-B8__REV_R2-INSTALL__STATE_STOWED__LOCAL_OCCT.brep,12113,474896f291cc678c6167cdc60b3756dd7ba692dc1b3d002b45e46a5f9528217f,,,
CONTROLLED_PART_DEFINITION,STOWED,GS-19-50-V4A-B8-B8-ROD-CHILD,R2-INSTALL,ACE GS-19 MOVING ROD ARTICULATION CHILD,316 stainless steel,INTERNAL CHILD,ACE Controls,DRAWING_DERIVED,,,,,No separate purchase quantity; authentic vendor source is not modified.,0.0,3511.8098685571126,1,20,AP242,controlled_part_definitions/GS-19-50-V4A-B8-B8-ROD-CHILD__REV_R2-INSTALL__STATE_STOWED__LOCAL_AP242.step,73588,4ec61ab7dd7fb6ea75b2596e66f20b7fa1c1aaf41b7b8b039f90010805b8086c,controlled_part_definitions/GS-19-50-V4A-B8-B8-ROD-CHILD__REV_R2-INSTALL__STATE_STOWED__LOCAL_OCCT.brep,19237,bfc02d283aecb212857b5e89faa10e57118dfb2ed10a8b876ca153e69654f39f,,,
