occurrence_id,definition,legacy_id,description,removal_scope,source_parent_path,source_z_min_mm,source_z_max_mm,source_centroid_z_mm,source_mass_kg,reason,final_occurrence_present,final_bom_present,final_attachment_map_present,final_product_tree_present,final_validation_register_present
FWD-CARRIER-SCREW-3,SSK-M3-6-A4-P80,SSK-M3-6-A4-P80,"M3 X 6 SOCKET COUNTERSUNK SCREW, ISO 10642, PRECOTE 80",DEDICATED_INTERNAL_BUOY_INFLATION,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY/190_MANDATORY_HARDWARE_ASSY,342.000000,348.000000,345.754481,0.000360,Removed with the internal inflation architecture,NO,NO,NO,NO,NO
FWD-CARRIER-SCREW-4,SSK-M3-6-A4-P80,SSK-M3-6-A4-P80,"M3 X 6 SOCKET COUNTERSUNK SCREW, ISO 10642, PRECOTE 80",DEDICATED_INTERNAL_BUOY_INFLATION,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY/190_MANDATORY_HARDWARE_ASSY,342.000000,348.000000,345.754481,0.000360,Removed with the internal inflation architecture,NO,NO,NO,NO,NO
FWD-LONGERON-1,DF8-R2-FWD-LONGERON-001,DF8-R2-FWD-LONGERON-001,SHORTENED FORWARD PRIMARY LOAD-PATH LONGERON,SUPERSEDED_SHORTENED_BODY_STRUCTURE,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY,344.000000,461.000000,402.500000,0.003510,Replaced by the exact 1675.400 mm rigid-body stack,NO,NO,NO,NO,NO
FWD-LONGERON-2,DF8-R2-FWD-LONGERON-001,DF8-R2-FWD-LONGERON-001,SHORTENED FORWARD PRIMARY LOAD-PATH LONGERON,SUPERSEDED_SHORTENED_BODY_STRUCTURE,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY,344.000000,461.000000,402.500000,0.003510,Replaced by the exact 1675.400 mm rigid-body stack,NO,NO,NO,NO,NO
FWD-LONGERON-3,DF8-R2-FWD-LONGERON-001,DF8-R2-FWD-LONGERON-001,SHORTENED FORWARD PRIMARY LOAD-PATH LONGERON,SUPERSEDED_SHORTENED_BODY_STRUCTURE,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY,344.000000,461.000000,402.500000,0.003510,Replaced by the exact 1675.400 mm rigid-body stack,NO,NO,NO,NO,NO
FWD-RING-01,DF8-R2-STRUCT-RING-PLAIN-001,DF8-R2-STRUCT-RING-PLAIN-001,PRIMARY STRUCTURAL TRANSITION RING WITH FOUR TAPPED CARRIER LANDS,SUPERSEDED_SHORTENED_BODY_STRUCTURE,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY,336.000000,344.000000,339.983102,0.032841,Replaced by the exact 1675.400 mm rigid-body stack,NO,NO,NO,NO,NO
FWD-SHELL-001,DF8-R2-FWD-SHELL-001,DF8-R2-FWD-SHELL-001,FORWARD GRADE-9 TITANIUM SHELL WITH CONTROLLED WATER PORT,SUPERSEDED_SHORTENED_BODY_STRUCTURE,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY,344.000000,461.000000,402.500000,0.098188,Replaced by the exact 1675.400 mm rigid-body stack,NO,NO,NO,NO,NO
GLAND-BOWDEN-SHEATH-AFT,DF8-FINAL-BOWDEN-SHEATH-RING-GLAND,DF8-FINAL-BOWDEN-SHEATH-RING-GLAND,BOWDEN SHEATH TWO-COLLAR BULKHEAD GLAND,OBSOLETE_INTERNAL_ROUTE,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY,1632.800000,1643.200000,1638.000000,0.000684,Route deleted because its internal buoy architecture endpoints were removed,NO,NO,NO,NO,NO
GLAND-BOWDEN-SHEATH-FWD,DF8-FINAL-BOWDEN-SHEATH-RING-GLAND,DF8-FINAL-BOWDEN-SHEATH-RING-GLAND,BOWDEN SHEATH TWO-COLLAR BULKHEAD GLAND,OBSOLETE_INTERNAL_ROUTE,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY,1504.800000,1515.200000,1510.000000,0.000684,Route deleted because its internal buoy architecture endpoints were removed,NO,NO,NO,NO,NO
GLAND-GAS-MAIN-AFT,DF8-FINAL-GAS-MAIN-RING-GLAND,DF8-FINAL-GAS-MAIN-RING-GLAND,GAS MAIN TWO-COLLAR BULKHEAD GLAND,OBSOLETE_INTERNAL_ROUTE,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY,1632.800000,1643.200000,1638.000000,0.000783,Route deleted because its internal buoy architecture endpoints were removed,NO,NO,NO,NO,NO
GLAND-GAS-MAIN-FWD,DF8-FINAL-GAS-MAIN-RING-GLAND,DF8-FINAL-GAS-MAIN-RING-GLAND,GAS MAIN TWO-COLLAR BULKHEAD GLAND,OBSOLETE_INTERNAL_ROUTE,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY,1221.800000,1232.200000,1227.000000,0.000783,Route deleted because its internal buoy architecture endpoints were removed,NO,NO,NO,NO,NO
GLAND-PILOT-LINE-AFT,DF8-FINAL-PILOT-LINE-RING-GLAND,DF8-FINAL-PILOT-LINE-RING-GLAND,PILOT LINE TWO-COLLAR BULKHEAD GLAND,OBSOLETE_INTERNAL_ROUTE,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY,1632.800000,1643.200000,1638.000000,0.000659,Route deleted because its internal buoy architecture endpoints were removed,NO,NO,NO,NO,NO
GLAND-PILOT-LINE-FWD,DF8-FINAL-PILOT-LINE-RING-GLAND,DF8-FINAL-PILOT-LINE-RING-GLAND,PILOT LINE TWO-COLLAR BULKHEAD GLAND,OBSOLETE_INTERNAL_ROUTE,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY,1221.800000,1232.200000,1227.000000,0.000659,Route deleted because its internal buoy architecture endpoints were removed,NO,NO,NO,NO,NO
GUIDE-RAIL-1-SCREW-AFT,SSCA-M3-8-A4-BL,SSCA-M3-8-A4-BL,"M3 X 8 CAPTIVE SOCKET CAP SCREW, DIN 912",DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,1842.000000,1853.000000,1845.910652,0.000800,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
GUIDE-RAIL-1-SCREW-FWD,SSCA-M3-8-A4-BL,SSCA-M3-8-A4-BL,"M3 X 8 CAPTIVE SOCKET CAP SCREW, DIN 912",DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,1653.000000,1664.000000,1660.089348,0.000800,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
GUIDE-RAIL-2-SCREW-AFT,SSCA-M3-8-A4-BL,SSCA-M3-8-A4-BL,"M3 X 8 CAPTIVE SOCKET CAP SCREW, DIN 912",DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,1842.000000,1853.000000,1845.910652,0.000800,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
GUIDE-RAIL-2-SCREW-FWD,SSCA-M3-8-A4-BL,SSCA-M3-8-A4-BL,"M3 X 8 CAPTIVE SOCKET CAP SCREW, DIN 912",DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,1653.000000,1664.000000,1660.089348,0.000800,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
GUIDE-RAIL-3-SCREW-AFT,SSCA-M3-8-A4-BL,SSCA-M3-8-A4-BL,"M3 X 8 CAPTIVE SOCKET CAP SCREW, DIN 912",DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,1842.000000,1853.000000,1845.910652,0.000800,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
GUIDE-RAIL-3-SCREW-FWD,SSCA-M3-8-A4-BL,SSCA-M3-8-A4-BL,"M3 X 8 CAPTIVE SOCKET CAP SCREW, DIN 912",DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,1653.000000,1664.000000,1660.089348,0.000800,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
HARNESS-BAND-1,DF8-R2-HARNESS-BAND-1,DF8-R2-HARNESS-BAND-1,X-6292 STRUCTURAL HARNESS CLOSED BAND 1,SUPERSEDED_INTERNAL_BUOY_RECOVERY,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,1763.300000,1788.700000,1776.000000,0.045000,Replaced by external buoy panels and the independent structural tether load path,NO,NO,NO,NO,NO
HARNESS-BAND-2,DF8-R2-HARNESS-BAND-2,DF8-R2-HARNESS-BAND-2,X-6292 STRUCTURAL HARNESS CLOSED BAND 2,SUPERSEDED_INTERNAL_BUOY_RECOVERY,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,1792.300000,1817.700000,1805.000000,0.045000,Replaced by external buoy panels and the independent structural tether load path,NO,NO,NO,NO,NO
HARNESS-LEG-XN,DF8-R2-HARNESS-LEG-XN,DF8-R2-HARNESS-LEG-XN,X-6292 TERMINAL HARNESS LEG XN,SUPERSEDED_INTERNAL_BUOY_RECOVERY,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,1775.758818,1929.100000,1852.137812,0.007500,Replaced by external buoy panels and the independent structural tether load path,NO,NO,NO,NO,NO
HARNESS-LEG-XP,DF8-R2-HARNESS-LEG-XP,DF8-R2-HARNESS-LEG-XP,X-6292 TERMINAL HARNESS LEG XP,SUPERSEDED_INTERNAL_BUOY_RECOVERY,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,1775.758818,1929.100000,1852.137812,0.007500,Replaced by external buoy panels and the independent structural tether load path,NO,NO,NO,NO,NO
HARNESS-LEG-YN,DF8-R2-HARNESS-LEG-YN,DF8-R2-HARNESS-LEG-YN,X-6292 TERMINAL HARNESS LEG YN,SUPERSEDED_INTERNAL_BUOY_RECOVERY,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,1804.829868,1929.100000,1866.889123,0.007500,Replaced by external buoy panels and the independent structural tether load path,NO,NO,NO,NO,NO
HARNESS-LEG-YP,DF8-R2-HARNESS-LEG-YP,DF8-R2-HARNESS-LEG-YP,X-6292 TERMINAL HARNESS LEG YP,SUPERSEDED_INTERNAL_BUOY_RECOVERY,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,1804.829868,1929.100000,1866.889123,0.007500,Replaced by external buoy panels and the independent structural tether load path,NO,NO,NO,NO,NO
HARNESS-TERMINAL-001,WP04-HST-001-R2,WP04-HST-001-R2,HARNESS STRUCTURAL TERMINAL WITH FOUR WEB SLOTS AND DOUBLE-SHEAR CLEVIS,SUPERSEDED_INTERNAL_BUOY_RECOVERY,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,1910.000000,1928.000000,1924.736787,0.015609,Replaced by external buoy panels and the independent structural tether load path,NO,NO,NO,NO,NO
LATCH-SUPPORT-BRACKET,WP04-LATCH-SUPPORT-R2,WP04-LATCH-SUPPORT-R2,GUIDE-RAIL-3 TO LATCH TWO-SCREW SUPPORT BLADE,DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,1734.500000,1737.000000,1735.947662,0.001255,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
MANIFOLD-CARRIER-SCREW-1,SSCF-M3-6-A4,SSCF-M3-6-A4,"M3 X 6 FULL-THREAD SOCKET CAP SCREW, DIN 912 / ISO 4762",DEDICATED_INTERNAL_BUOY_INFLATION,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY/190_MANDATORY_HARDWARE_ASSY,430.000000,439.000000,433.346633,0.000710,Removed with the internal inflation architecture,NO,NO,NO,NO,NO
MANIFOLD-CARRIER-SCREW-2,SSCF-M3-6-A4,SSCF-M3-6-A4,"M3 X 6 FULL-THREAD SOCKET CAP SCREW, DIN 912 / ISO 4762",DEDICATED_INTERNAL_BUOY_INFLATION,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY/190_MANDATORY_HARDWARE_ASSY,430.000000,439.000000,433.346633,0.000710,Removed with the internal inflation architecture,NO,NO,NO,NO,NO
MANIFOLD-CARRIER-SCREW-3,SSCF-M3-6-A4,SSCF-M3-6-A4,"M3 X 6 FULL-THREAD SOCKET CAP SCREW, DIN 912 / ISO 4762",DEDICATED_INTERNAL_BUOY_INFLATION,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY/190_MANDATORY_HARDWARE_ASSY,430.000000,439.000000,433.346633,0.000710,Removed with the internal inflation architecture,NO,NO,NO,NO,NO
MANIFOLD-CARRIER-SCREW-4,SSCF-M3-6-A4,SSCF-M3-6-A4,"M3 X 6 FULL-THREAD SOCKET CAP SCREW, DIN 912 / ISO 4762",DEDICATED_INTERNAL_BUOY_INFLATION,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY/190_MANDATORY_HARDWARE_ASSY,430.000000,439.000000,433.346633,0.000710,Removed with the internal inflation architecture,NO,NO,NO,NO,NO
MANIFOLD-FEED-CLAMP-1,DF8-FINAL-MANIFOLD-FEED-SPRING-CLIP-001,DF8-FINAL-MANIFOLD-FEED-SPRING-CLIP-001,LASER-WELDED TITANIUM SPRING CLIP FOR MANIFOLD FEED,DEDICATED_INTERNAL_BUOY_INFLATION,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY,648.000000,652.000000,650.000000,0.000154,Removed with the internal inflation architecture,NO,NO,NO,NO,NO
MANIFOLD-FEED-CLAMP-2,DF8-FINAL-MANIFOLD-FEED-SPRING-CLIP-001,DF8-FINAL-MANIFOLD-FEED-SPRING-CLIP-001,LASER-WELDED TITANIUM SPRING CLIP FOR MANIFOLD FEED,DEDICATED_INTERNAL_BUOY_INFLATION,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY,898.000000,902.000000,900.000000,0.000154,Removed with the internal inflation architecture,NO,NO,NO,NO,NO
MANIFOLD-FEED-CLAMP-3,DF8-FINAL-MANIFOLD-FEED-SPRING-CLIP-001,DF8-FINAL-MANIFOLD-FEED-SPRING-CLIP-001,LASER-WELDED TITANIUM SPRING CLIP FOR MANIFOLD FEED,DEDICATED_INTERNAL_BUOY_INFLATION,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY,1098.000000,1102.000000,1100.000000,0.000154,Removed with the internal inflation architecture,NO,NO,NO,NO,NO
PUNCTURE-HEAD-1,DF8-R2-PUNCTURE-HEAD-001,DF8-R2-PUNCTURE-HEAD-001,CARTRIDGE PUNCTURE HEAD WITH CONTROLLED NEEDLE,DEDICATED_INTERNAL_BUOY_INFLATION,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY,430.550000,441.000000,436.512480,0.005045,Removed with the internal inflation architecture,NO,NO,NO,NO,NO
PUNCTURE-HEAD-2,DF8-R2-PUNCTURE-HEAD-001,DF8-R2-PUNCTURE-HEAD-001,CARTRIDGE PUNCTURE HEAD WITH CONTROLLED NEEDLE,DEDICATED_INTERNAL_BUOY_INFLATION,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY,430.550000,441.000000,436.512480,0.005045,Removed with the internal inflation architecture,NO,NO,NO,NO,NO
PUNCTURE-HEAD-3,DF8-R2-PUNCTURE-HEAD-001,DF8-R2-PUNCTURE-HEAD-001,CARTRIDGE PUNCTURE HEAD WITH CONTROLLED NEEDLE,DEDICATED_INTERNAL_BUOY_INFLATION,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY,430.550000,441.000000,436.512480,0.005045,Removed with the internal inflation architecture,NO,NO,NO,NO,NO
PUNCTURE-HEAD-4,DF8-R2-PUNCTURE-HEAD-001,DF8-R2-PUNCTURE-HEAD-001,CARTRIDGE PUNCTURE HEAD WITH CONTROLLED NEEDLE,DEDICATED_INTERNAL_BUOY_INFLATION,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY,430.550000,441.000000,436.512480,0.005045,Removed with the internal inflation architecture,NO,NO,NO,NO,NO
RECOVERY-PIN-BODY,DF8-R2-RECOVERY-PIN-006,DF8-R2-RECOVERY-PIN-006,6 MM CAPTIVE RECOVERY TERMINAL PIN WITH RETAINER GROOVE,SUPERSEDED_INTERNAL_BUOY_RECOVERY,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,1895.500000,1904.500000,1900.000000,0.003134,Replaced by external buoy panels and the independent structural tether load path,NO,NO,NO,NO,NO
RECOVERY-PIN-CLIP-BODY,DF8-R2-RECOVERY-E-RING-006,DF8-R2-RECOVERY-E-RING-006,6 MM RECOVERY PIN EXTERNAL RETAINER,SUPERSEDED_INTERNAL_BUOY_RECOVERY,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,1896.100000,1903.900000,1900.000000,0.000067,Replaced by external buoy panels and the independent structural tether load path,NO,NO,NO,NO,NO
RECOVERY-PIN-CLIP-HARNESS,DF8-R2-RECOVERY-E-RING-006,DF8-R2-RECOVERY-E-RING-006,6 MM RECOVERY PIN EXTERNAL RETAINER,SUPERSEDED_INTERNAL_BUOY_RECOVERY,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,1912.100000,1919.900000,1916.000000,0.000067,Replaced by external buoy panels and the independent structural tether load path,NO,NO,NO,NO,NO
RECOVERY-PIN-HARNESS,DF8-R2-RECOVERY-PIN-006,DF8-R2-RECOVERY-PIN-006,6 MM CAPTIVE RECOVERY TERMINAL PIN WITH RETAINER GROOVE,SUPERSEDED_INTERNAL_BUOY_RECOVERY,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,1911.500000,1920.500000,1916.000000,0.003134,Replaced by external buoy panels and the independent structural tether load path,NO,NO,NO,NO,NO
RECOVERY-TETHER-001,AMSTEEL-BLUE-872-7-64-R2,AMSTEEL-BLUE-872-7-64-R2,STRUCTURAL RECOVERY TETHER WITH TWO BURIED EYE SPLICES,SUPERSEDED_INTERNAL_BUOY_RECOVERY,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,1891.750000,1924.250000,1908.085740,0.020000,Replaced by external buoy panels and the independent structural tether load path,NO,NO,NO,NO,NO
ROUTE-BOWDEN-SHEATH-001,DF8-FINAL-BOWDEN-SHEATH-001,DF8-FINAL-BOWDEN-SHEATH-001,COMPLETE TERMINATED BOWDEN SHEATH ASSEMBLY,OBSOLETE_INTERNAL_ROUTE,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY,1477.500000,1746.069988,1612.789227,0.009000,Route deleted because its internal buoy architecture endpoints were removed,NO,NO,NO,NO,NO
ROUTE-BOWDEN-WIRE-001,DF8-FINAL-BOWDEN-WIRE-001,DF8-FINAL-BOWDEN-WIRE-001,COMPLETE TERMINATED BOWDEN WIRE ASSEMBLY,OBSOLETE_INTERNAL_ROUTE,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY,1476.711552,1745.585920,1606.276529,0.002744,Route deleted because its internal buoy architecture endpoints were removed,NO,NO,NO,NO,NO
ROUTE-GAS-MAIN-001,DF8-FINAL-GAS-MAIN-001,DF8-FINAL-GAS-MAIN-001,COMPLETE TERMINATED GAS MAIN ASSEMBLY,OBSOLETE_INTERNAL_ROUTE,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY,948.370587,1720.074820,1260.279292,0.013522,Route deleted because its internal buoy architecture endpoints were removed,NO,NO,NO,NO,NO
ROUTE-LINER-BOWDEN-SHEATH-001,DF8-FINAL-BOWDEN-SHEATH-FIXED-SECTOR-GUIDE-LINER,DF8-FINAL-BOWDEN-SHEATH-FIXED-SECTOR-GUIDE-LINER,SPLIT PEEK GUIDE LINER FOR BOWDEN SHEATH LONG SPAN,OBSOLETE_INTERNAL_ROUTE,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY,896.600000,1639.200000,1267.900000,0.002960,Route deleted because its internal buoy architecture endpoints were removed,NO,NO,NO,NO,NO
ROUTE-LINER-GAS-MAIN-001,DF8-FINAL-GAS-MAIN-FIXED-SECTOR-GUIDE-LINER,DF8-FINAL-GAS-MAIN-FIXED-SECTOR-GUIDE-LINER,SPLIT PEEK GUIDE LINER FOR GAS MAIN LONG SPAN,OBSOLETE_INTERNAL_ROUTE,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY,896.600000,1639.200000,1267.900000,0.001728,Route deleted because its internal buoy architecture endpoints were removed,NO,NO,NO,NO,NO
ROUTE-LINER-PILOT-LINE-001,DF8-FINAL-PILOT-LINE-FIXED-SECTOR-GUIDE-LINER,DF8-FINAL-PILOT-LINE-FIXED-SECTOR-GUIDE-LINER,SPLIT PEEK GUIDE LINER FOR PILOT LINE LONG SPAN,OBSOLETE_INTERNAL_ROUTE,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY,896.600000,1639.200000,1267.900000,0.003229,Route deleted because its internal buoy architecture endpoints were removed,NO,NO,NO,NO,NO
ROUTE-MANIFOLD-FEED-001,DF8-FINAL-MANIFOLD-FULLFLOW-FEED-001,DF8-FINAL-MANIFOLD-FULLFLOW-FEED-001,TERMINATED COLLECTION-MANIFOLD TO FULL-FLOW VALVE FEED,DEDICATED_INTERNAL_BUOY_INFLATION,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY,447.000000,1192.000000,834.335596,0.007000,Removed with the internal inflation architecture,NO,NO,NO,NO,NO
ROUTE-PILOT-LINE-001,DF8-FINAL-PILOT-LINE-001,DF8-FINAL-PILOT-LINE-001,COMPLETE TERMINATED PILOT LINE ASSEMBLY,OBSOLETE_INTERNAL_ROUTE,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY,1191.632127,1754.425916,1479.128467,0.008496,Route deleted because its internal buoy architecture endpoints were removed,NO,NO,NO,NO,NO
TETHER-THIMBLE-BODY,DF8-R2-TETHER-THIMBLE-001,DF8-R2-TETHER-THIMBLE-001,AMSTEEL EYE-SPLICE THIMBLE,SUPERSEDED_INTERNAL_BUOY_RECOVERY,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,1892.000000,1908.000000,1900.000000,0.002897,Replaced by external buoy panels and the independent structural tether load path,NO,NO,NO,NO,NO
TETHER-THIMBLE-HARNESS,DF8-R2-TETHER-THIMBLE-001,DF8-R2-TETHER-THIMBLE-001,AMSTEEL EYE-SPLICE THIMBLE,SUPERSEDED_INTERNAL_BUOY_RECOVERY,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,1908.000000,1924.000000,1916.000000,0.002897,Replaced by external buoy panels and the independent structural tether load path,NO,NO,NO,NO,NO
TRIGGER-MOUNT-SCREW-1,SSCF-M3-10-A4,SSCF-M3-10-A4,"M3 X 10 FULL-THREAD SOCKET CAP SCREW, DIN 912 / ISO 4762",DEDICATED_INTERNAL_BUOY_INFLATION,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY/190_MANDATORY_HARDWARE_ASSY,1425.250000,1430.750000,1428.000000,0.000880,Removed with the internal inflation architecture,NO,NO,NO,NO,NO
TRIGGER-MOUNT-SCREW-2,SSCF-M3-10-A4,SSCF-M3-10-A4,"M3 X 10 FULL-THREAD SOCKET CAP SCREW, DIN 912 / ISO 4762",DEDICATED_INTERNAL_BUOY_INFLATION,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY/190_MANDATORY_HARDWARE_ASSY,1425.250000,1430.750000,1428.000000,0.000880,Removed with the internal inflation architecture,NO,NO,NO,NO,NO
TRIGGER-MOUNT-SCREW-3,SSCF-M3-10-A4,SSCF-M3-10-A4,"M3 X 10 FULL-THREAD SOCKET CAP SCREW, DIN 912 / ISO 4762",DEDICATED_INTERNAL_BUOY_INFLATION,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY/190_MANDATORY_HARDWARE_ASSY,1425.250000,1430.750000,1428.000000,0.000880,Removed with the internal inflation architecture,NO,NO,NO,NO,NO
WATER-BOBBIN-001,V80040,V80040,HALKEY-ROBERTS WATER-SENSITIVE BOBBIN,DEDICATED_INTERNAL_BUOY_INFLATION,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY,1440.000000,1458.000000,1449.000000,0.001696,Removed with the internal inflation architecture,NO,NO,NO,NO,NO
WATER-BOBBIN-SERVICE-CAP-001,DF8-WATER-BOBBIN-SERVICE-CAP-001,DF8-WATER-BOBBIN-SERVICE-CAP-001,CAPTIVE WATER-BOBBIN THREADED/BAYONET SERVICE CAP,DEDICATED_INTERNAL_BUOY_INFLATION,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY/190_MANDATORY_HARDWARE_ASSY,1418.000000,1440.000000,1422.719818,0.004832,Removed with the internal inflation architecture,NO,NO,NO,NO,NO
WATER-INLET-001,DF8-R2-WATER-INLET-001,DF8-R2-WATER-INLET-001,"RADIAL FLOOD INLET, GLAND AND ANTI-DEBRIS SCREEN",DEDICATED_INTERNAL_BUOY_INFLATION,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY,1456.000000,1464.000000,1460.000000,0.001528,Removed with the internal inflation architecture,NO,NO,NO,NO,NO
WATER-TRIGGER-HSG-001,DF8-R2-WATER-TRIGGER-HSG-001,DF8-R2-WATER-TRIGGER-HSG-001,CENTRAL WATER-SENSITIVE TRIGGER HOUSING,DEDICATED_INTERNAL_BUOY_INFLATION,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY,1420.000000,1478.000000,1449.762615,0.006081,Removed with the internal inflation architecture,NO,NO,NO,NO,NO
WP04-AFT-RAIL-SUPPORT,WP04-AFT-RAIL-SUPPORT-R2,WP04-AFT-RAIL-SUPPORT-R2,ONE-PIECE AFT GUIDE-RAIL SUPPORT RING WITH THREE M3 THREADS,DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,1848.000000,1851.000000,1849.500000,0.009104,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
WP04-EJECTOR-SPRING,DF8-FINAL-WP04-EJECTOR-SPRING-001,DF8-FINAL-WP04-EJECTOR-SPRING-001,CONTROLLED LONG-STROKE GUIDED EJECTOR SPRING,DEDICATED_INTERNAL_BUOY_EJECTION,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,1660.000000,1745.000000,1702.500000,0.031986,Removed with the internal follower/sleeve/door ejection architecture,NO,NO,NO,NO,NO
