part_number,part_name,classification,subsystem,included,exclusion_reason,classification_rationale,source_geometry_path,render_png_path,camera_view_note,timestamp,png_sha256,render_status,unrenderable_reason,source_commit_sha,geometry_state,tessellation_tolerance_mm,triangle_count,occurrence_count,occurrence_ids,function_summary,material,manufacturer,cad_classification,volume_mm3,solid_count,face_count
DF8-R2-BUOY-GORE-01,60 L BUOY GORE 1 OF 8,MAKE,Body ejection / buoy extraction,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(DEPLOYED)/PartCatalog[DF8-R2-BUOY-GORE-01].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-BUOY-GORE-01.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,a30dd67a97d65f799481d58d9d8ffe38c0cf7748d18ab45613a4a30e8537987c,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,DEPLOYED,0.35,2736,1,BUOY-GORE-01,Forms one source-defined panel of the eight-gore 60 L buoy envelope.,TPU-coated nylon,STINGRAY custom,DRAWING_DERIVED,42140.968382104766,1,11
DF8-R2-BUOY-GORE-02,60 L BUOY GORE 2 OF 8,MAKE,Body ejection / buoy extraction,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(DEPLOYED)/PartCatalog[DF8-R2-BUOY-GORE-02].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-BUOY-GORE-02.png,"Orthographic hero view; source axes xyz -> display axes zxy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,5603b0b82eb2980b2136f27d1c0d844eba1d085b58f2fe985613916ac34d7330,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,DEPLOYED,0.35,2528,1,BUOY-GORE-02,Forms one source-defined panel of the eight-gore 60 L buoy envelope.,TPU-coated nylon,STINGRAY custom,DRAWING_DERIVED,42139.42470071651,1,4
DF8-R2-BUOY-GORE-03,60 L BUOY GORE 3 OF 8,MAKE,Body ejection / buoy extraction,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(DEPLOYED)/PartCatalog[DF8-R2-BUOY-GORE-03].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-BUOY-GORE-03.png,"Orthographic hero view; source axes xyz -> display axes zxy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,069a5df5c5f9be43493a64c93aed685096b38af30188f47ff0b1717632034198,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,DEPLOYED,0.35,2528,1,BUOY-GORE-03,Forms one source-defined panel of the eight-gore 60 L buoy envelope.,TPU-coated nylon,STINGRAY custom,DRAWING_DERIVED,42139.42470071651,1,4
DF8-R2-BUOY-GORE-04,60 L BUOY GORE 4 OF 8,MAKE,Body ejection / buoy extraction,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(DEPLOYED)/PartCatalog[DF8-R2-BUOY-GORE-04].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-BUOY-GORE-04.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,93065306fce5031c99b778e946945eaefe570265212288802bc2c42a55ef5574,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,DEPLOYED,0.35,2528,1,BUOY-GORE-04,Forms one source-defined panel of the eight-gore 60 L buoy envelope.,TPU-coated nylon,STINGRAY custom,DRAWING_DERIVED,42139.424700720236,1,4
DF8-R2-BUOY-GORE-05,60 L BUOY GORE 5 OF 8,MAKE,Body ejection / buoy extraction,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(DEPLOYED)/PartCatalog[DF8-R2-BUOY-GORE-05].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-BUOY-GORE-05.png,"Orthographic hero view; source axes xyz -> display axes zxy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,e615e66f60382b8e8b568f7230aae5e6665575c80bc5cc2b0735c9785d2d870b,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,DEPLOYED,0.35,21648,1,BUOY-GORE-05,Forms one source-defined panel of the eight-gore 60 L buoy envelope.,TPU-coated nylon,STINGRAY custom,DRAWING_DERIVED,42312.637340859816,1,406
DF8-R2-BUOY-GORE-06,60 L BUOY GORE 6 OF 8,MAKE,Body ejection / buoy extraction,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(DEPLOYED)/PartCatalog[DF8-R2-BUOY-GORE-06].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-BUOY-GORE-06.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,770fcb822cd427df024df7dbc002382f34fdd6993703f364befdfbe4e52c9ddd,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,DEPLOYED,0.35,2528,1,BUOY-GORE-06,Forms one source-defined panel of the eight-gore 60 L buoy envelope.,TPU-coated nylon,STINGRAY custom,DRAWING_DERIVED,42139.424700719304,1,4
DF8-R2-BUOY-GORE-07,60 L BUOY GORE 7 OF 8,MAKE,Body ejection / buoy extraction,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(DEPLOYED)/PartCatalog[DF8-R2-BUOY-GORE-07].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-BUOY-GORE-07.png,"Orthographic hero view; source axes xyz -> display axes zxy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,100ab1e9f80f4d55b308e676fb50a5617222a96093f9e16569db1e8f9332c73f,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,DEPLOYED,0.35,2528,1,BUOY-GORE-07,Forms one source-defined panel of the eight-gore 60 L buoy envelope.,TPU-coated nylon,STINGRAY custom,DRAWING_DERIVED,42139.42470071837,1,4
DF8-R2-BUOY-GORE-08,60 L BUOY GORE 8 OF 8,MAKE,Body ejection / buoy extraction,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(DEPLOYED)/PartCatalog[DF8-R2-BUOY-GORE-08].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-BUOY-GORE-08.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,6238e356d8a53f6d2a3f3e74e282c925d4376986ab8c728ed0c84bad725c28ec,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,DEPLOYED,0.35,2528,1,BUOY-GORE-08,Forms one source-defined panel of the eight-gore 60 L buoy envelope.,TPU-coated nylon,STINGRAY custom,DRAWING_DERIVED,42139.42470071837,1,4
DF8-R2-CARTRIDGE-CARRIER-001,FOUR-CARTRIDGE DOUBLE-PLATE CARRIER,MAKE,Gas / inflation path,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-CARTRIDGE-CARRIER-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-CARTRIDGE-CARRIER-001.png,"Orthographic hero view; source axes xyz -> display axes xzy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,2bc390d2ce13ee7b7d7407cc98fbb6542ca43581c09db73e62e9eff03ceb1bed,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.11624112928611487,5942,2,CARTRIDGE-CARRIER-AFT;CARTRIDGE-CARRIER-FWD,"Provides the modeled four-cartridge double-plate carrier; registered interfaces use bolted trigger carrier, exact supported direct interface.",7075-T6 aluminum,STINGRAY custom,DRAWING_DERIVED,930.5586464795159,5,43
DF8-R2-COLLECTION-MANIFOLD-001,FOUR-PORT COLLECTION MANIFOLD WITH BORED PASSAGES,MAKE,Gas / inflation path,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-COLLECTION-MANIFOLD-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-COLLECTION-MANIFOLD-001.png,"Orthographic hero view; source axes xyz -> display axes xzy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,7a8d7cd5c0921923876c3b4040ea5c87b7b739425f0a6c85075bc5a8b5fe0c43,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.11489125293076058,10612,1,COLLECTION-MANIFOLD-001,"Collects or distributes flow between the cartridge, valve, and downstream route interfaces.",316 stainless steel,STINGRAY custom,DRAWING_DERIVED,10096.63896566609,1,31
DF8-R2-CROSSHEAD-001,ONE-PIECE SIX-CLEVIS GUIDED COMMON CROSSHEAD,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-CROSSHEAD-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-CROSSHEAD-001.png,"Orthographic hero view; source axes xyz -> display axes yzx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,8062a092ddea0ebe9a3c3c62d48a58c0893d6b26a4875bacd1cdf664400063d5,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.1208161358115559,11380,1,CROSSHEAD-001,"Combines actuator, damper, and spring inputs and drives all three arm-link pairs.",17-4PH stainless steel,STINGRAY custom,DRAWING_DERIVED,1572.6682061609977,5,213
DF8-R2-CROSSHEAD-GUIDE-001,CENTRAL DLC CROSSHEAD GUIDE SHAFT WITH SPIDER SHOULDER,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-CROSSHEAD-GUIDE-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-CROSSHEAD-GUIDE-001.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,aa0f3924ecf8cbfef0713e76df0bba439ca88299f1c0b01f3e16043fd076f087,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.09731228082826957,2138,1,CROSSHEAD-GUIDE-001,"Combines actuator, damper, and spring inputs and drives all three arm-link pairs.",17-4PH stainless steel,STINGRAY custom,DRAWING_DERIVED,1488.658255893436,1,9
DF8-R2-CROSSHEAD-GUIDE-SPIDER-001,THREE-SPOKE CROSSHEAD-GUIDE FORWARD MOUNT,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-CROSSHEAD-GUIDE-SPIDER-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-CROSSHEAD-GUIDE-SPIDER-001.png,"Orthographic hero view; source axes xyz -> display axes yzx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,7c971c3b1f0bb656bbc8dc018e8266939c524acb98b85e81f0501a61c817aa03,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.09200898948387952,1084,1,CROSSHEAD-GUIDE-SPIDER,"Combines actuator, damper, and spring inputs and drives all three arm-link pairs.",Ti-6Al-4V,STINGRAY custom,DRAWING_DERIVED,278.53566991131635,1,28
DF8-R2-FIXED-SECTOR-001,ANALYTIC CYLINDRICAL FIXED BODY SECTOR,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-FIXED-SECTOR-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-FIXED-SECTOR-001.png,"Orthographic hero view; source axes xyz -> display axes zxy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,09df36e8ad1ddba70a80f3cb005d3ba13b2b2834ddcaa1eb05fc0ee7b27b0f9b,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.35,2060,2,FIXED-SECTOR-1;FIXED-SECTOR-2,"Provides the modeled analytic cylindrical fixed body sector; registered interfaces use bolted actuator yoke, bolted damper yoke.",Ti-6Al-4V,STINGRAY custom,DRAWING_DERIVED,76852.99600249955,1,34
DF8-R2-FIXED-STOP-001,80 DEGREE SWEPT-CLEARANCE FIXED STOP WITH CONTROLLED AUTOMATIC-LOCK BUSHING SEAT,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-FIXED-STOP-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-FIXED-STOP-001.png,"Orthographic hero view; source axes xyz -> display axes yzx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,2d484521b5932b15f15f4d7ff2a30f90e225243655edfd438e3b01a0d4f4fb24,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.05155385539181333,9260,3,FIXED-STOP-1;FIXED-STOP-2;FIXED-STOP-3,Defines the mechanical deployment limit and receives the positive lock interface.,17-4PH stainless steel,STINGRAY custom,DRAWING_DERIVED,308.85596220031005,1,262
DF8-R2-FULLFLOW-VALVE-001,DIRECT FULL-FLOW VALVE WITH BORED AXIAL AND RADIAL PORTS,MAKE,Gas / inflation path,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-FULLFLOW-VALVE-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-FULLFLOW-VALVE-001.png,"Orthographic hero view; source axes xyz -> display axes yzx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,3e23d4f3278c4038b93a2c423abb77aa9c7c632bcc4fd60bdb96e6b3b200074b,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.10568396231816021,7128,1,FULLFLOW-VALVE-001,Provides the modeled direct full-flow valve with bored axial and radial ports; registered interfaces use guided fullflow spool.,17-4PH stainless steel,STINGRAY custom,DRAWING_DERIVED,2388.8304913454376,4,53
DF8-R2-FWD-LONGERON-001,FORWARD PRIMARY LOAD-PATH LONGERON,MAKE,Body structure,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-FWD-LONGERON-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-FWD-LONGERON-001.png,"Orthographic hero view; source axes xyz -> display axes zxy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,00de5af05aa341fb71b0490b81a5488b354286c0bac506b2f6478d3b29d4d0aa,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.35,52,3,FWD-LONGERON-1;FWD-LONGERON-2;FWD-LONGERON-3,Maintains the slender body geometry and transfers structural load between body stations.,Ti-6Al-4V,STINGRAY custom,DRAWING_DERIVED,3636.5919404661327,1,8
DF8-R2-FWD-SHELL-001,FORWARD GRADE-9 TITANIUM SHELL WITH CONTROLLED WATER PORT,MAKE,Body structure,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-FWD-SHELL-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-FWD-SHELL-001.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,23c2bf4237b81addee89705d9ba157efe47c7fbfc3ffeea344309ebc7a51fc1b,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.35,12942,1,FWD-SHELL-001,Closes the body envelope while carrying the modeled apertures and local interfaces.,Ti-3Al-2.5V Grade 9,STINGRAY custom,DRAWING_DERIVED,100417.10070217462,1,168
DF8-R2-HARNESS-BAND-1,X-6292 STRUCTURAL HARNESS CLOSED BAND 1,MAKE,Load path / recovery attachment,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(DEPLOYED)/PartCatalog[DF8-R2-HARNESS-BAND-1].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-HARNESS-BAND-1.png,"Orthographic hero view; source axes xyz -> display axes xzy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,582fbac5cc8f5dfe3980e213d2dd94d0e1793c35460122b3e68657705c6b69db,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,DEPLOYED,0.35,1008,1,HARNESS-BAND-1,Transfers buoy load into the modeled structural terminal and recovery connection.,UHMWPE webbing,Sturges X-6292 raw webbing / STINGRAY finished assembly,DRAWING_DERIVED,42834.73618575558,1,4
DF8-R2-HARNESS-BAND-2,X-6292 STRUCTURAL HARNESS CLOSED BAND 2,MAKE,Load path / recovery attachment,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(DEPLOYED)/PartCatalog[DF8-R2-HARNESS-BAND-2].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-HARNESS-BAND-2.png,"Orthographic hero view; source axes xyz -> display axes xzy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,dd3f307d6f05f15778e5aa9fed86fc8e3041d0b53509317215c9d7015e5056fd,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,DEPLOYED,0.35,1160,1,HARNESS-BAND-2,Transfers buoy load into the modeled structural terminal and recovery connection.,UHMWPE webbing,Sturges X-6292 raw webbing / STINGRAY finished assembly,DRAWING_DERIVED,43262.671653934056,1,64
DF8-R2-HARNESS-LEG-XN,X-6292 TERMINAL HARNESS LEG XN,MAKE,Load path / recovery attachment,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(DEPLOYED)/PartCatalog[DF8-R2-HARNESS-LEG-XN].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-HARNESS-LEG-XN.png,"Orthographic hero view; source axes xyz -> display axes xzy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,c83b8871b1b515d70bd538dca2664a7d8009bb919940057075c9c48cff4f9688,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,DEPLOYED,0.04357042750238105,60,1,HARNESS-LEG-XN,Transfers buoy load into the modeled structural terminal and recovery connection.,UHMWPE webbing,Sturges X-6292 raw webbing / STINGRAY finished assembly,DRAWING_DERIVED,183.11381837591415,1,18
DF8-R2-HARNESS-LEG-XP,X-6292 TERMINAL HARNESS LEG XP,MAKE,Load path / recovery attachment,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(DEPLOYED)/PartCatalog[DF8-R2-HARNESS-LEG-XP].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-HARNESS-LEG-XP.png,"Orthographic hero view; source axes xyz -> display axes xzy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,bde9ae519f7cc37dd780ca191888647e7016845ec9893ac56b8fd7980fe19b8c,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,DEPLOYED,0.04357042750238105,60,1,HARNESS-LEG-XP,Transfers buoy load into the modeled structural terminal and recovery connection.,UHMWPE webbing,Sturges X-6292 raw webbing / STINGRAY finished assembly,DRAWING_DERIVED,183.11381837591418,1,18
DF8-R2-HARNESS-LEG-YN,X-6292 TERMINAL HARNESS LEG YN,MAKE,Load path / recovery attachment,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(DEPLOYED)/PartCatalog[DF8-R2-HARNESS-LEG-YN].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-HARNESS-LEG-YN.png,"Orthographic hero view; source axes xyz -> display axes yzx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,b6304d7f3d6949d70d24881ffcf4f26f586f2d70a4e7fc24c5329498674aedce,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,DEPLOYED,0.04289550734801193,44,1,HARNESS-LEG-YN,Transfers buoy load into the modeled structural terminal and recovery connection.,UHMWPE webbing,Sturges X-6292 raw webbing / STINGRAY finished assembly,DRAWING_DERIVED,170.91211015007286,1,14
DF8-R2-HARNESS-LEG-YP,X-6292 TERMINAL HARNESS LEG YP,MAKE,Load path / recovery attachment,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(DEPLOYED)/PartCatalog[DF8-R2-HARNESS-LEG-YP].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-HARNESS-LEG-YP.png,"Orthographic hero view; source axes xyz -> display axes yzx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,e410f80bf2e09639f3462ad59979862d552ab46bd2a83c98d75f901dc06b27f4,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,DEPLOYED,0.04289550734801193,44,1,HARNESS-LEG-YP,Transfers buoy load into the modeled structural terminal and recovery connection.,UHMWPE webbing,Sturges X-6292 raw webbing / STINGRAY finished assembly,DRAWING_DERIVED,170.91211015007283,1,14
